,SMILES,Unit,sol_final
15444,COC1=C(C(=CC(=C1)/C=N/N2C(=NN=N2)N)Cl)OC,ug/mL,0.0019
15445,COC1=CC=CC=C1/C=N/N2C(=NN=N2)N,ug/mL,0.0076
15446,C1=CC(=CC=C1/C=N/N2C(=NN=N2)N)Br,ug/mL,0.0001
15447,C1=CC=C(C=C1)/C=N/N2C=NC3=CC=CC=C3C2=O,ug/mL,0.0173
15448,C1=C(SC(=C1)Br)/C=N/N2C=NN=C2,ug/mL,0.0231
15449,CC1=C(SC=C1)/C=N/N2C=NN=C2,ug/mL,0.0207
15450,COC1=C(C=C(C=C1)Br)/C=N/N2C(=NN=N2)N,ug/mL,0.0008
15451,COC1=C(C=C(C=C1)/C=N/N2C(=NN=N2)N)OC,ug/mL,0.0148
15452,C1=CC(=C(C=C1[N+](=O)[O-])C2=CC=C(O2)/C=N/N3C=NN=C3)Cl,ug/mL,0.0024
15453,CC1=CC(=C(C=C1[N+](=O)[O-])C)C2=CC=C(O2)/C=N/N3C=NN=C3,ug/mL,0.0009
15454,CC(C)OC1=CC=CC=C1/C=N/N2C(=NN=N2)N,ug/mL,0.0097
15455,COC1=CC2=C(C=C1)C=CC(=C2/C=N/N3C=NN=C3)OC,ug/mL,0.018
15456,CCOC1=CC=CC=C1/C=N/N2C(=NN=N2)N,ug/mL,0.0119
15457,CCOC1=C(C=C(C=C1)/C=N/N2C(=NN=N2)N)OCC,ug/mL,0.0121
15458,CC1=C(C=CC=C1C(=O)O)C2=CC=C(O2)/C=N/N3C=NN=C3,ug/mL,0.0268
15459,C1=CC(=CC(=C1)Br)/C=N/N2C(=NN=N2)N,ug/mL,0.0026
15460,CCOC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=CC=CC=C3,ug/mL,0.0002
15461,CC(C)C1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=CC=CC=C3,ug/mL,0.0002
15462,C1=CC=C(C(=C1)/C=N/N2C(=NNC2=S)C3=CC=NC=C3)Cl,ug/mL,0.0022
15463,C1=CC(=CC=C1/C=N/N2C=NNC2=S)[N+](=O)[O-],ug/mL,0.0259
15464,COC1=C(C=CC(=C1)/C=N/N2C(=NN=N2)N)OCC(=O)N,ug/mL,0.0161
15465,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=C(C=C3)C(=O)O,ug/mL,0.0376
15466,CCC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0008
15467,C1=CC=C(C=C1)/C=N/N2C=C(N=C2N)C3=CC=CC=C3,ug/mL,0.0242
15468,COC1=CC(=CC=C1)OCC2=C(C=CC(=C2)/C=N/N3C=NC=N3)OC,ug/mL,0.0003
15469,CC1=CC=C(O1)/C=N/N2C(=NNC2=S)C3=CC(=CC=C3)Cl,ug/mL,0.0013
15470,CC1=CC=C(O1)/C(=N/N2C(=NC3=CC=CC=C3C2=O)C)/C,ug/mL,0.0422
15471,CC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0003
15472,COC1=CC=CC(=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0029
15473,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=C(C=C3)Cl,ug/mL,0.0002
15474,CN(C)C1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0011
15475,CC1=CC=CC=C1/C=N/N2C(=NNC2=S)COC3=CC=CC=C3,ug/mL,0.0004
15476,C1=CC=C(C(=C1)/C=N/N2C(=NN=N2)N)F,ug/mL,0.0152
15477,COC1=CC(=C(C=C1)/C=N/N2C(=NN=N2)N)OC,ug/mL,0.0004
15478,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CC=C3,ug/mL,0.0026
15479,CCOC1=CC=CC=C1/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0002
15480,CC(C)OC1=C(C=C(C=C1)/C=N/N2C(=NN=N2)N)OC,ug/mL,0.0119
15481,C1=CC(=CC=C1/C=N/N2C(=NN=N2)N)Cl,ug/mL,0.0004
15482,CCOC1=C(C=C(C=C1)/C=N/N2C(=NN=N2)N)O,ug/mL,0.0127
15483,CC1=C(C=CC(=C1)C(=O)O)C2=CC=C(O2)/C=N/N3C=NN=C3,ug/mL,0.0287
15484,COC1=CC=CC(=C1)/C=N/N2C(=NN=N2)N,ug/mL,0.0045
15485,CCOC1=CC=C(C=C1)/C=N/N2C(=NC3=CC=CC=C3C2=O)C,ug/mL,0.0004
15486,COC1=CC=CC(=C1OC)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0002
15487,COC1=C(C=C(C=C1)/C=N/N2C=NC=N2)CN3C=C(C=N3)[N+](=O)[O-],ug/mL,0.0086
15488,CC1=CC=CC=C1/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0002
15489,C1=CSC(=C1)/C=N/N2C(=NNC2=S)C3=CC=C(C=C3)Cl,ug/mL,0.0003
15490,C1=CC=C(C=C1)/C=N/N2C(=NN=N2)N,ug/mL,0.0048
15491,CCOC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0016
15492,C1=COC(=C1)/C=N/N2C(=NNC2=S)C3=CC=C(C=C3)Cl,ug/mL,0.0073
15493,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CC=C3Cl,ug/mL,0.0009
15494,COC1=CC=CC=C1N/N=C(/C(=O)OC)\N2CCCC3=CC=CC=C32,ug/mL,0.0009
15495,CC1=CC=CC=C1/C=N/N2C(=NNC2=S)C3=CC=CC=N3,ug/mL,0.0397
15496,C1=CC=C(C=C1)/C=C(/C=N/N2C(=NNC2=S)C3=CC=CO3)\Cl,ug/mL,0.0048
15497,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CC=C3C(=O)O,ug/mL,0.0313
15498,C1=CC=NC(=C1)/C=N/N2C=NC3=C(C2=O)C(=CS3)C4=CC=CS4,ug/mL,0.0043
15499,COC1=CC(=C(C(=C1)OC)/C=N/N2C(=NNC2=S)C3CCCCC3)OC,ug/mL,0.0005
15500,CC1=CC=C(O1)/C=N/N2C(=NNC2=S)C3=CC=CC=N3,ug/mL,0.0257
15501,CC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)COC3=CC=CC=C3,ug/mL,0.0013
15502,C1=CC(=CC(=C1)Cl)/C=N/N2C(=NNC2=S)C3=CC=NC=C3,ug/mL,0.0026
15503,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)Br,ug/mL,0.0002
15504,COC1=CC=CC(=C1)/C=N/N2C(=NNC2=S)COC3=CC=CC=C3,ug/mL,0.0043
15505,CC1=C(SC=C1)/C=N/N2C(=NNC2=S)C3=CC(=NN3)C4=CC=CC=C4,ug/mL,0.0014
15506,CC1=CC=C(O1)/C=N/N2C(=NNC2=S)C3=NNC(=C3)C,ug/mL,0.0216
15507,COC1=CC(=C(C=C1)OC)/C=N/N2C(=NNC2=S)C3=NNC4=C3CCC4,ug/mL,0.0026
15508,COC1=CC=CC(=C1OC)/C=N/N2C(=NNC2=S)C3=NNC4=C3CCC4,ug/mL,0.0103
15509,COC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=NNC4=C3CCC4,ug/mL,0.0062
15510,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=C(C=CC=C3Cl)Cl,ug/mL,0.0002
15511,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)O,ug/mL,0.0248
15512,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CC=C3C(F)(F)F,ug/mL,0.0009
15513,COC1=C(C=C(C=C1)/C=N/N2C(=NNC2=S)COC3=CC=CC=C3)OC,ug/mL,0.0031
15514,CC1=CC(=CC=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0019
15515,CC1=CC(=CC=C1)/C=N/N2C(=NNC2=S)COC3=CC=CC=C3,ug/mL,0.0128
15516,C1=CC(=C(C=C1[N+](=O)[O-])/C=N/N2C(=NNC2=S)C3=CC=NC=C3)Cl,ug/mL,0.0029
15517,COC1=CC(=CC(=C1OC)OC)/C=N/N2C(=NNC2=S)C3=CC=CC=C3,ug/mL,0.0003
15518,C1C(=O)N(/C(=N\NC(=O)C2=CC=CC=C2F)/S1)CC3=CC=CO3,ug/mL,0.0376
15519,C1CCC2=C(C1)C3=C(S2)N=CN(C3=O)/N=C/C4=CN=CC=C4,ug/mL,0.0038
15520,C1=CC(=CC(=C1)Cl)/C=N/N2C(=NNC2=S)C3=CC=CO3,ug/mL,0.0007
15521,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CC=C3OCC(=O)O,ug/mL,0.0445
15522,C1=CC(=CC=C1/C=N/NC(=O)C2=CC=NC=C2)F,ug/mL,0.0286
15523,C1=CC=C(C=C1)CCNC(=S)N/N=C/C2=CC=C(C=C2)Cl,ug/mL,0.0002
15524,COC1=CC=C(C=C1)/C=N/N=C/C2=CC=C(C=C2)OC,ug/mL,0.0003
15525,C1=CC(=CC(=C1)/C=N/NC(=S)N)/C=N/NC(=S)N,ug/mL,0.0041
15526,CN(C)C1=CC=C(C=C1)/C=N/O,ug/mL,0.0246
15527,C1=CC=C(C=C1)/C=N/NC(=O)C(=O)N/N=C/C2=CC=CC=C2,ug/mL,0.0071
15528,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC=NC=C2)Cl,ug/mL,0.0241
15529,C1=CC(=C(C=C1Cl)Cl)/C=N/NC(=O)C2=CC=NC=C2,ug/mL,0.0183
15530,C1=CC=NC(=C1)/C=N/N=C/C2=CC=CC=N2,ug/mL,0.0297
15531,C1=CC(=C(C=C1[N+](=O)[O-])/C=N/NC(=S)N)Cl,ug/mL,0.0014
15532,COC(=O)N/N=C/C1=CC=CC=C1Cl,ug/mL,0.0146
15533,C1=CC=C(C=C1)/C=C(\C=N\NC(=O)C2=CC=CO2)/Cl,ug/mL,0.0027
15534,C1=CC=C(C=C1)/C=C(\C=N\NC(=O)C2=CC=CS2)/Cl,ug/mL,0.0003
15535,COC1=CC=CC=C1/C=C/C=N/NC(=O)C2=CC=CS2,ug/mL,0.013
15536,CC1=CC(=C(O1)C)C(=O)N/N=C/C(=C/C2=CC=CC=C2)/Cl,ug/mL,0.0003
15537,CC1=NN=C(N1/N=C/C=C/C2=CC=CC=C2OC)C,ug/mL,0.0203
15538,COC1=CC=CC=C1/C=C/C=N/NC(=O)C2=NC=CN=C2,ug/mL,0.0094
15539,CCC1=CC=C(C=C1)/C=N/N2CCN(CC2)C3=CC=CC=N3,ug/mL,0.0006
15540,CC1=C(SC=C1)/C=N/N2CCN(CC2)C3=CC=CC=N3,ug/mL,0.0309
15541,CC(C)(C)C1=CC=C(C=C1)/C=N/N2CCN(CC2)C3=CC=CC=N3,ug/mL,0.0002
15542,CCN(CC)C1=CC=C(C=C1)/C=N/N2CCN(CC2)C3=CC=CC=N3,ug/mL,0.0007
15543,C1CN(CCN1C2=CC=C(C=C2)Cl)/N=C/C3=CN=CC=C3,ug/mL,0.0017
15544,C1CN(CCN1C2=CC=C(C=C2)Cl)/N=C/C3=CC=NC=C3,ug/mL,0.0009
15545,C1=CC=C(C=C1)/C=C(/C=N/N2C=NN=C2)\Br,ug/mL,0.0062
15546,CC1=CC=C(C=C1)/C=N/NC(=O)C2=NNC3=C2CCCC3,ug/mL,0.0002
15547,C1CCC2=C(C1)C(=NN2)C(=O)N/N=C/C3=CC=C(C=C3)Cl,ug/mL,0.0002
15548,COC1=CC=CC=C1/C=C/C=N/NC(=O)C2=NNC(=C2)C3=CC=CO3,ug/mL,0.0055
15549,COC1=CC=CC(=C1)/C=N/NC(=O)C2=C3CCC4=CC=CC=C4C3=NN2,ug/mL,0.0004
15550,C1=CC=C(C=C1)/C=C(/C=N/NC2=NN3C=NN=C3C=C2)\Br,ug/mL,0.0025
15551,CC1=CC(=NC2=NC(=NN12)C(=O)N/N=C/C3=CC(=CC=C3)Cl)C,ug/mL,0.0097
15552,CC(C)C1=CC=C(C=C1)/C=N/NC(=O)C2=CC(=NN2)C3=CC(=CC=C3)[N+](=O)[O-],ug/mL,0.0002
15553,CC1=CC=C(O1)C2=CC(=NN2)C(=O)N/N=C/C3=CC=CC=C3,ug/mL,0.0021
15554,CCN1C(=C(C(=N1)C)/C=N/NC(=O)CSC2=CC=CC=N2)C,ug/mL,0.035
15555,C1=COC(=C1)/C=C/C=N/N2C(=NNC2=S)C3=CC=C(C=C3)Cl,ug/mL,0.0018
15556,CC1=C(C=C(C=C1)[N+](=O)[O-])C2=CC=C(O2)/C=N/NC(=O)CN3CCOCC3,ug/mL,0.0519
15557,CC(C)(C)C1=CC(=NN1)C(=O)N/N=C/C2=CC=CC=N2,ug/mL,0.0239
15558,CC1=CC=C(O1)C2=CC(=NN2)C(=O)N/N=C/C3=CC=C(C=C3)F,ug/mL,0.0004
15559,C1=CC=NC(=C1)/C=N/NC(=O)CC2=CC=CS2,ug/mL,0.0324
15560,CN1C=CC=C1/C=N/NC(=O)CC2=CC=CS2,ug/mL,0.0371
15561,CN1C=CC=C1CC(=O)N/N=C/C2=CC=CO2,ug/mL,0.0283
15562,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC=NC=C2)[N+](=O)[O-],ug/mL,0.034
15563,CN1C=CC=C1/C=N/NC(=O)C2=CC=NC=C2,ug/mL,0.0335
15564,C1=CC(=CC(=C1)Cl)/C=N/NC(=O)CC2=NNC(=O)NC2=O,ug/mL,0.04
15565,C1=CC=C(C=C1)/C=C/C=N/NC2=NC(=O)NN=C2,ug/mL,0.0016
15566,C1OC2=C(O1)C=C(C=C2)/C=N/NC(=O)C3=CN=CC=C3,ug/mL,0.02
15567,C1=CC=C2C(=C1)C=CC=C2/C=N/NC(=O)C3=CN=CC=C3,ug/mL,0.0413
15568,CC1=C(C(=CC=C1)NC(=S)N/N=C/C2=CC(=CC=C2)O)C,ug/mL,0.0025
15569,C1=CC(=CN=C1)/C=N/NC(=O)C2=CC=C(C=C2)O,ug/mL,0.0002
15570,CN(C)C1=CC=C(C=C1)/C=N/NC(=O)COC2=CC=CC=C2,ug/mL,0.0061
15571,CC1=CC=C(C=C1)C2=NNC(=S)N2/N=C/C3=C(C=CS3)C,ug/mL,0.0002
15572,C1CN(CCN1CC2=CC=CC=C2Cl)CC(=O)N/N=C/C3=CC=CS3,ug/mL,0.0543
15573,CC1=CC(=NC2=NC(=NN12)C(=O)N/N=C/C3=CC=CC=C3Cl)C,ug/mL,0.0144
15574,CC1=CC=C(C=C1)CN2CCN(CC2)CC(=O)N/N=C/C3=CC=CC=C3F,ug/mL,0.035
15575,CN1C=C(C2=CC=CC=C21)/C=N/NC(=S)NCC=C,ug/mL,0.0009
15576,CC1=C(SC2=C1C(=O)N(C=N2)/N=C/C3=CC=CO3)C,ug/mL,0.0047
15577,CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=CC=C(C=C3)[N+](=O)[O-],ug/mL,0.0004
15578,CC1=NNC(=S)N1/N=C/C(=C\C2=CC=CC=C2)/C,ug/mL,0.0054
15579,CCC1=NNC(=S)N1/N=C/C(=C\C2=CC=CC=C2)/C,ug/mL,0.0054
15580,CCC1=NNC(=S)N1/N=C/C2=CC=CC=N2,ug/mL,0.0257
15581,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=CC(=C(C=C3)OC)OC,ug/mL,0.0351
15582,CC1=CC(=NC2=NC(=NN12)C(=O)N/N=C/C3=CC=CO3)C,ug/mL,0.0333
15583,COC(=O)C1=CC=C(C=C1)C2=CC=C(O2)/C=N/NC(=O)CC3=NN=C(S3)N,ug/mL,0.0041
15584,CC(C)(C)C1=NN=C(N(C1=O)/N=C/C2=CC=C(C=C2)Cl)SC,ug/mL,0.0002
15585,COC1=CC=C(C=C1)/C=N/NC(=O)CC2=NNC(=O)NC2=O,ug/mL,0.039
15586,C1=CC=C(C=C1)/C=N/NC(=O)CNC2=NNC(=O)NC2=O,ug/mL,0.0313
15587,C1=CC(=CN=C1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-],ug/mL,0.0079
15588,CC1=CC=CC=C1/C=N/NC(=O)C2=NN3C(=CC(=NC3=N2)C)C,ug/mL,0.0127
15589,CC1=NC=C(C=C1)C(=O)N/N=C/C2=CC=C(O2)C3=CC=CC=C3[N+](=O)[O-],ug/mL,0.0191
15590,C1=CC=C(C=C1)/C=C/C=N/NC(=O)CNC2=NNC(=O)NC2=O,ug/mL,0.0038
15591,CC1=CC=CC=C1C2=NNC(=S)N2/N=C/C=C/C3=CC=CO3,ug/mL,0.0311
15592,C1=CC=C2C(=C1)NC(=N2)SCC(=O)N/N=C/C3=CC=NC=C3,ug/mL,0.0467
15593,C1=CC=C(C=C1)C2=NNC(=S)N2/N=C/C3=CC=C(C=C3)Cl,ug/mL,0.0003
15594,COC1=CC=C(C=C1)/C=N/NC(=S)N,ug/mL,0.0314
15595,C1=CC=C(C=C1)/C=C/C=N/NC(=O)CSC2=NNC(=O)NC2=O,ug/mL,0.015
15596,CC1=CC(=NC(=N1)N/N=C/C2=CC=C(O2)[N+](=O)[O-])C,ug/mL,0.039
15597,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=CC=C(C=C3)OC,ug/mL,0.0249
15598,C1CN(CCN1CC2=CC=CC=C2)CC(=O)N/N=C/C3=CN=CC=C3,ug/mL,0.0506
15599,CC1=CC=C(O1)/C=N/NC(=O)CN2CCN(CC2)CC3=CC=CC=C3Cl,ug/mL,0.0562
15600,C1=CC=NC(=C1)C(=O)N/N=C/C=C\C2=CC=CO2,ug/mL,0.0324
15601,C/C(=C\C1=CC=CO1)/C=N/NC(=O)C2=CC=CC=N2,ug/mL,0.0341
15602,C/C(=C\C1=CC=CO1)/C=N/NC(=O)C2=NC=CN=C2,ug/mL,0.031
15603,C1=COC(=C1)C(=O)N/N=C/C2=CC=C(S2)Br,ug/mL,0.0031
15604,CN1C=CC=C1CC(=O)N/N=C/C2=CC(=C(C=C2)Cl)[N+](=O)[O-],ug/mL,0.0166
15605,C1=CC=C(C(=C1)/C=C/C=N/NC(=O)CC2=CC=CS2)[N+](=O)[O-],ug/mL,0.0045
15606,C1C(=O)N(/C(=N\N=C\C2=CC=CC=C2)/S1)CC3=CC=CO3,ug/mL,0.0018
15607,CC1=NN(C(=C1/C=N/NC(=O)C2=CC=CC=C2F)Cl)C3=CC=CC=C3,ug/mL,0.0021
15608,C1=CC=C2C(=C1)N=C(O2)SCC(=O)N/N=C/C3=CC=CO3,ug/mL,0.0021
15609,CN1C=C(C2=CC=CC=C21)C(=O)N/N=C/C3=CC=C(C=C3)[N+](=O)[O-],ug/mL,0.0002
15610,CC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CN(C3=CC=CC=C32)C,ug/mL,0.0002
15611,C1=CC=C2C(=C1)N=C(O2)SCC(=O)N/N=C/C3=CC=C(C=C3)C(=O)O,ug/mL,0.0533
15612,C1=COC(=C1)/C=N/NC2=NC(=CS2)C3=CC=C(C=C3)Cl,ug/mL,0.0004
15613,C/C(=C\C1=CC=CC=C1)/C=N/NC2=NN3C=NN=C3C=C2,ug/mL,0.0029
15614,COC1=CC=CC=C1/C=C/C=N/N2C(=NNC2=S)C3=CC=CO3,ug/mL,0.0007
15615,CC1=CC(=NC2=NC(=NN12)C(=O)N/N=C/C3=CC=CS3)C,ug/mL,0.0385
15616,CCOC(=O)N/N=C/C1=C(C=CC(=C1)[N+](=O)[O-])OCC2=CC=CC=C2F,ug/mL,0.0003
15617,CN1C=C(C2=CC=CC=C21)C(=O)N/N=C/C3=CC4=C(C=C3)OCO4,ug/mL,0.0007
15618,CC1=CC=CC=C1C(=O)NC2=NN=C(S2)CC(=O)N/N=C/C3=CC=NC=C3,ug/mL,0.0007
15619,CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=CN(N=C3C)C,ug/mL,0.0461
15620,C1=CC=C(C=C1)OCC2=NNC(=S)N2/N=C/C3=CC=CC=C3F,ug/mL,0.0059
15621,CC1=NN(C=C1/C=N/NC(=O)CN2N=C(N=N2)N)C,ug/mL,0.0268
15622,C1=CC=C2C(=C1)C(=NC(=N2)C3=CN=CC=C3)N/N=C/C4=CC=C(C=C4)F,ug/mL,0.0019
15623,C1=CC=C(C=C1)/C=C/C=N/NC2=NN3C=NN=C3C=C2,ug/mL,0.0028
15624,COC(=O)N/N=C/C1=C(C=CC(=C1)[N+](=O)[O-])OCC2=CC=C(C=C2)F,ug/mL,0.0002
15625,C1=CC(=CN=C1)C(=O)N/N=C/C2=CC=CN2C3=CC=C(C=C3)[N+](=O)[O-],ug/mL,0.0202
15626,CC1=CC(=NC(=N1)N/N=C/C2=CC=CC=C2OC)C,ug/mL,0.0337
15627,CC1=NN(C=C1/C=N/NC(=O)CN2C=NC=N2)C,ug/mL,0.0019
15628,C1=CC(=CC=C1C2=CC=C(O2)/C=N/NC(=O)CC3=NN=C(S3)N)F,ug/mL,0.0031
15629,CC1=CC(=NN1CCC(=O)N/N=C/C2=CC(=C(C=C2)Cl)[N+](=O)[O-])C,ug/mL,0.0018
15630,C1=CC=C(C=C1)/C=C\C=N\NC(=O)C2=NC=CN=C2,ug/mL,0.0033
15631,C1=COC(=C1)/C=N/NC(=O)C2=NNC(=C2)C3=CC=C(S3)Cl,ug/mL,0.0022
15632,C1=CC=C(C=C1)COC2=CC=C(C=C2)C(=O)N/N=C/C3=CC=NC=C3,ug/mL,0.0002
15633,COC(=O)N/N=C/C1=C(C=CC(=C1)[N+](=O)[O-])OCC2=CC=CC=C2F,ug/mL,0.0002
15634,C1CC1C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=CC=NC=C4,ug/mL,0.0376
15635,C1=CC=C(C=C1)OCC2=NNC(=S)N2/N=C/C=C/C3=CC=CO3,ug/mL,0.0344
15636,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=NNC(=C2)C3CC3)OC,ug/mL,0.0287
15637,C1=CC=C(C=C1)CC(=O)N/N=C/C2=CC=C(O2)S(=O)(=O)[O-],ug/mL,0.0274
15638,CN(C)C1=CC=C(C=C1)/C=N/NC(=O)CSC2=CC=CC=N2,ug/mL,0.039
15639,COC1=C(C=C(C=C1)/C=N/NC(=O)CSC2=CC=CC=N2)OC,ug/mL,0.0376
15640,C1=CC=C2C(=C1)C(=C(S2)C(=O)N/N=C/C3=CC=NC=C3)Cl,ug/mL,0.0013
15641,CC1=CC(=NC2=NC(=NN12)C(=O)N/N=C/C3=CC=C(C=C3)Cl)C,ug/mL,0.0034
15642,CN1C=CC=C1/C=N/NC(=O)C2=CC=CC=N2,ug/mL,0.0294
15643,CC1=CC=NN1CC(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],ug/mL,0.0155
15644,C1CC1C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=CC=C(C=C4)[N+](=O)[O-],ug/mL,0.0003
15645,CC1=CC=C(O1)/C=N/NC(=O)C2=CC3=CC=CC=C3C=C2O,ug/mL,0.0166
15646,COC1=CC=CC=C1/C=C/C=N/N2C(=NNC2=S)C3=CC=C(C=C3)Cl,ug/mL,0.0011
15647,C1=CC=C2C(=C1)C(=NN3C2=NN=C3)N/N=C/C4=CC(=CC=C4)O,ug/mL,0.0003
15648,CC1=CC(=NN1CC(=O)N/N=C/C2=C(C=C(C=C2OC)OC)OC)[N+](=O)[O-],ug/mL,0.0015
15649,C1=CC(=CN=C1)/C=N/NC(=O)CNC(=O)C2=CC=C(C=C2)F,ug/mL,0.0441
15650,COC1=C(C=C(C=C1)Br)/C=N/NC(=O)C2=CN=CC=C2,ug/mL,0.0167
15651,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)O,ug/mL,0.0213
15652,C1=CC(=CN=C1)/C=N/NC(=O)COC2=C(C=C(C=C2)Cl)Cl,ug/mL,0.012
15653,CC1=CC=C(O1)/C=N/NC(=O)C2=C(N(N=N2)C3=NON=C3N)C,ug/mL,0.0057
15654,CC1=C(C=CO1)C(=O)N/N=C/C2=CC=CC=C2[N+](=O)[O-],ug/mL,0.0064
15655,C1=COC(=C1)/C=N/NC(=O)CCC(=O)N/N=C/C2=CC=CO2,ug/mL,0.0434
15656,C1CC2=C(C1)NN=C2C3=NNC(=S)N3/N=C/C=C/C4=CC=CC=C4,ug/mL,0.0051
15657,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N/N=C/C3=CC=C(C=C3)[N+](=O)[O-],ug/mL,0.0005
15658,C1=CC=C(C=C1)/C=N/NC(=O)C2=CC=CO2,ug/mL,0.0309
15659,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)OC,ug/mL,0.0262
15660,C1=CSC(=C1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-],ug/mL,0.0005
15661,CC1=NC2=CC=CC=C2C(=O)N1/N=C/C3=CC=C(C=C3)OC,ug/mL,0.0011
15662,CC1=CC=CC=C1OCC(=O)N/N=C/C2=CC=C(C=C2)N(C)C,ug/mL,0.0002
15663,C1=CC=C(C=C1)/C=C(/C=N/NC(=O)C2=CN=CC=C2)\Br,ug/mL,0.0159
15664,C1CC2=C(C1)NN=C2C3=NNC(=S)N3/N=C/C=C/C4=CC=CO4,ug/mL,0.023
15665,C/C(=C\C1=CC=CC=C1)/C=N/NC(=O)C2=CC(=NN2)C3=CC=CN3C,ug/mL,0.0012
15666,CCC1=CC=C(C=C1)C2=NNC(=C2)C(=O)N/N=C/C3=CC=CC=N3,ug/mL,0.0002
15667,CN(C)S(=O)(=O)C1=CC=CC(=C1)C2=CSC(=N2)N/N=C/C3=CC=CO3,ug/mL,0.0063
15668,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=C(C(=CC=C3)OC)OC,ug/mL,0.0261
15669,CC1=CC(=NN1CC(=O)N/N=C/C2=C(C(=C(C=C2)OC)OC)OC)[N+](=O)[O-],ug/mL,0.0023
15670,CC1=CC=C(O1)/C=N/NC(=O)CN2C(=C(C(=N2)C)[N+](=O)[O-])C,ug/mL,0.0072
15671,C1=CC=C(C=C1)OCC2=NNC(=S)N2/N=C/C3=CC=CC=C3Cl,ug/mL,0.0018
15672,C1=CC=C(C=C1)C2=NNC(=C2)C3=NNC(=S)N3/N=C/C4=CC=CS4,ug/mL,0.0009
15673,C1=CC=C2C(=C1)C(=CN2)C(=O)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-],ug/mL,0.0003
15674,C1=CC(=CC(=C1)O)/C=N/NC2=CC=NC(=O)N2,ug/mL,0.0345
15675,C1=CC=C(C(=C1)C(=O)N/N=C/C2=CN=CC=C2)Cl,ug/mL,0.039
15676,CCOP(=O)(/C(=N/OC(=O)C1=CC(=CC=C1)[N+](=O)[O-])/C(=O)N)OCC,ug/mL,0.055
15677,C1=COC(=C1)/C=N/NC(=O)C2=NNC(=C2)C3=CC=C(S3)Br,ug/mL,0.0007
15678,C1=CC=C(C=C1)OCC2=NNC(=S)N2/N=C/C3=CC=C(C=C3)Cl,ug/mL,0.0006
15679,C/C(=C\C1=CC=CC=C1)/C=N/NC(=O)CSC2=NNC(=O)NC2=O,ug/mL,0.0351
15680,CC1=NNC(=S)N(C1=O)/N=C/C2=CC(=CC=C2)[N+](=O)[O-],ug/mL,0.025
15681,C1=CC(=CC(=C1)[N+](=O)[O-])/C=N/NC(=O)C2=CC=NC=C2,ug/mL,0.0271
15682,CC1=NC2=CC=CC=C2C(=O)N1/N=C/C=C/C3=CC=CC=C3,ug/mL,0.0061
