,SMILES,CID,Solubility1,Unit,Molecular_Weight,pubchem_sol_gl,Lit_gram_liter,Error_gl_in_%
367,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,54704426.0,"50 to 100 mg/mL at 72 °F (NTP, 1992)",mg/mL,480.9010000000001,75.0,249.00154806947276,69.87970533457302
56,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,3203.0,19.6 [ug/mL] (The mean of the results at pH 7.4),ug/mL,315.67799999999994,0.0196,0.06799978466285146,71.17637931181928
71,CC1=NN(C(=O)C1)C2=CC=CC=C2,4021.0,25.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,174.203,0.0254,0.09346000003400516,72.82259791273457
194,CC(=C)C(=O)OCC1CO1,7837.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)",mg/mL,142.154,7.5,28.722792023822464,73.88833232584228
112,C[C@]12CC[C@@H](CC1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,11055399.0,0.0202 mg/mL at 23 °C,mg/mL,290.447,0.0202,0.011562903336575153,74.69660873237994
290,CCOC(=O)C1=NN(C(=O)C1)C2=CC=CC=C2,66636.0,32.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,232.239,0.0321,0.12900033341928407,75.11634338520136
110,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,5853.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)",mg/mL,257.43699999999995,30.0,155.12113216022442,80.66027524282569
205,CC(C)OC(=O)C,7915.0,"1 to 10 mg/mL at 68 °F (NTP, 1992)",mg/mL,102.133,5.5,28.784990391883245,80.89281974695088
339,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,5281068.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)",mg/mL,390.8670000000001,30.0,160.00122381644678,81.25014341489289
340,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C/C(=O)O)\C(=O)O,6433151.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)",mg/mL,390.8670000000001,30.0,160.00122381644678,81.25014341489289
102,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,5315.0,51.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,355.397,0.0514,0.2759108686465567,81.37079548473906
52,CNC(=O)CSP(=S)(OC)OC,3082.0,"1 to 10 mg/mL at 75 °F (NTP, 1992)",mg/mL,229.263,5.5,29.716703951890096,81.49189086076224
187,COC1=CC=C(C=C1)CC(=O)O,7690.0,18 mg/mL,mg/mL,166.176,18.0,9.753000577129237,84.55858643349163
80,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,4544.0,0.044 mg/mL at 20 °C,mg/mL,413.4260000000003,0.044,0.29950066122996294,85.30888051488613
365,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,54675779.0,47 [ug/mL] (The mean of the results at pH 7.4),ug/mL,460.43900000000014,0.047,0.3259658490160482,85.58131161841864
142,C(C(CO)(CO)N)O,6503.0,79.1 mg/mL in ethylene glycol; 26 mg/mL in methanol; 14.6 mg/mL in anhyd ethanol; 22 mg/mL in 95% ethanol; 14 mg/mL in dimethyl formamide; 20 mg/mL in acetone; 0.5 mg/mL in ethyl acetate; 0.4 mg/mL in olive oil; 0.1 mg/mL in cyclohexane; 0.05 mg/mL in chloroform; less than 0.05 mg/mL in carbon tetrachloride,mg/mL,121.136,79.1,551.2239630795225,85.65011586976514
65,C(C(F)(F)F)(Cl)Br,3562.0,"0.1 to 1.0 mg/mL at 64 °F (NTP, 1992)",mg/mL,197.381,0.55,3.848622769448428,85.70917356811188
89,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,5002.0,49.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,383.5170000000001,0.0494,0.352835759959524,85.99915155831512
79,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,4487.0,45.2 [ug/mL] (The mean of the results at pH 7.4),ug/mL,308.34100000000007,0.0452,0.3614999999402124,87.49654218327095
35,C(CC(=O)O)C(=O)O,1110.0,"5 to 10 mg/mL at 72 °F (NTP, 1992)",mg/mL,118.08799999999998,7.5,74.50849089497704,89.93403314184476
332,C1=CC=C2C(=C1)C=CC(=S)N2,1800393.0,22.6 [ug/mL] (The mean of the results at pH 7.4),ug/mL,161.22899999999998,0.0226,0.2560111151508705,91.1722582878163
43,C1COC1=O,2365.0,"10 to 50 mg/mL at 66 °F (NTP, 1992)",mg/mL,72.06299999999999,30.0,370.2252805931966,91.896825643043
328,CC1=CC=CC=C1C(=O)NNC(=O)C2=CC=NC=C2,811997.0,35.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,255.277,0.0355,0.47534801798588683,92.53178752055847
32,C(COP(=O)(O)O)N,1015.0,72 mg/mL,mg/mL,141.06299999999996,72.0,999.9999995121257,92.7999999964873
72,CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC,4045.0,32 [ug/mL] (The mean of the results at pH 7.4),ug/mL,280.36800000000005,0.032,0.4693999830878832,93.1827862903845
104,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5336.0,33.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,249.295,0.0331,0.49740891881016663,93.34551538014692
277,CCC(=O)OC(C)(CCC=C(C)C)C=C,61098.0,17 mg/L @ 20 °C (exp),mg/L,210.317,0.017,0.008720058054372412,94.9528305201576
222,CCCCCCC(=O)O,8094.0,"1 to 10 mg/mL at 73 °F (NTP, 1992)",mg/mL,130.187,5.5,2.8210017776855416,94.96620113839175
334,CC(=S)N,2723949.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)",mg/mL,75.13600000000001,7.5,162.8726156197326,95.39517433826282
145,CC1=CC(=O)CC(C1)(C)C,6544.0,"0.1 to 1 mg/mL at 64 °F (NTP, 1992)",mg/mL,138.21,0.55,12.03758777678299,95.43097828070844
301,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,68546.0,61.9 [ug/mL] (The mean of the results at pH 7.4),ug/mL,419.8690000000001,0.0619,1.4000100031619178,95.5786030199642
321,C1=CC=C(C=C1)C(=NN)C2=CC=CC=C2,79304.0,8.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,196.253,0.0081,0.1893999902293269,95.7233366325983
235,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,8480.0,"1 to 10 mg/mL at 71.1 °F (NTP, 1992)",mg/mL,260.081,5.5,133.30000519351537,95.87396865287778
325,CN1C(=NNC1=S)C2=CC=CC=C2,719799.0,23.6 [ug/mL] (The mean of the results at pH 7.4),ug/mL,191.259,0.0236,0.5900215942756101,96.00014639651036
84,CCOC1=CC=C(C=C1)NC(=O)C,4754.0,26.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,179.21899999999997,0.0261,0.764511547801026,96.5860554918926
118,CC1=NC=C(C(=C1O)CO)CO.Cl,6019.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)",mg/mL,205.641,7.5,220.00320928012894,96.59095882076416
258,C1=CC=NC(=C1)N,10439.0,"10 to 50 mg/mL at 66 °F (NTP, 1992)",mg/mL,94.117,30.0,894.3800833518573,96.64572137076561
48,CCN(C1=CC=CC=C1C)C(=O)C=CC,2883.0,17.7 [ug/mL] (The mean of the results at pH 7.4),ug/mL,203.285,0.0177,0.5493000000809114,96.77771709495852
283,C1=CC=C(C=C1)C2=NC(=O)NC3=C2C=C(C=C3)Br,63441.0,1.8 [ug/mL] (The mean of the results at pH 7.4),ug/mL,301.14300000000003,0.0018,0.058629998024058404,96.92989926545556
257,C1COC1,10423.0,"10 to 50 mg/mL at 68 °F (NTP, 1992)",mg/mL,58.07999999999999,30.0,1000.0306333521586,97.00009189724136
327,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)NC3=CC=CC=C3,735751.0,47.9 [ug/mL] (The mean of the results at pH 7.4),ug/mL,322.3680000000001,0.0479,1.5999900719679283,97.00623142360597
183,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,7594.0,29.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,211.268,0.0295,1.000034090396844,97.05010056324245
82,CCS(=O)CCSP(=O)(OC)OC,4618.0,"10 to 50 mg/mL at 61 °F (NTP, 1992)",mg/mL,246.29,30.0,1095.5354725747304,97.26161308775389
360,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.O.Cl,16219577.0,40.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,288.819,0.0401,1.470015218867656,97.27213708502359
251,C1=CC=C2C(=C1)C=NC3=CC=CC=C23,9189.0,7.7 [ug/mL] (The mean of the results at pH 7.4),ug/mL,179.22199999999998,0.0077,0.2974344847247746,97.41119460067819
307,C1CN(CCN1)C(C2=CC=CC=C2)C3=CC=CC=C3,70048.0,25 [ug/mL] (The mean of the results at pH 7.4),ug/mL,252.361,0.025,1.040000041581569,97.59615394226509
163,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N,7087.0,1.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,240.331,0.0011,0.0502122628424282,97.80930008382231
76,CCN(CC)C(=O)C1=CC=CC(=C1)C,4284.0,19.6 [ug/mL] (The mean of the results at pH 7.4),ug/mL,191.274,0.0196,0.9120076287109087,97.85089516984591
177,C1=CC(=CC(=C1)[N+](=O)[O-])N,7423.0,16.7 [ug/mL] (The mean of the results at pH 7.4),ug/mL,138.12599999999998,0.0167,0.8918163603964082,98.12741717447558
215,C=CC(=O)NCNC(=O)C=C,8041.0,"0.1 to 1 mg/mL at 64 °F (NTP, 1992)",mg/mL,154.16899999999998,0.55,34.10017693473983,98.3871051430244
78,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,4472.0,33.6 [ug/mL] (The mean of the results at pH 7.4),ug/mL,298.346,0.0336,2.2689999249682398,98.51917139219518
150,CC1=CNC2=CC=CC=C12,6736.0,6.8 [ug/mL] (The mean of the results at pH 7.4),ug/mL,131.17799999999997,0.0068,0.49848054204547787,98.63585447646629
106,C1CC(OC1)N2C=C(C(=O)NC2=O)F,5386.0,29.9 [ug/mL] (The mean of the results at pH 7.4),ug/mL,200.169,0.0299,3.636999819824332,99.17789382784615
166,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,7181.0,25.6 [ug/mL] (The mean of the results at pH 7.4),ug/mL,284.36600000000004,0.0256,3.2649585273058266,99.21591653352104
60,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,3365.0,34.9 [ug/mL] (The mean of the results at pH 7.4),ug/mL,306.276,0.0349,4.889183557265005,99.28617938780103
75,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,4158.0,1255mg/L,mg/L,233.31100000000004,1.255,200.99999986046868,99.37562189011383
324,CN1C(=O)C(C(=O)N(C1=O)C)C2=CC=CC=C2,81873.0,30.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,232.239,0.0305,6.040000002419837,99.4950331127851
148,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,6634.0,35 [ug/mL] (The mean of the results at pH 7.4),ug/mL,284.728,0.035,7.000518014804076,99.50003699831947
74,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,4122.0,0.3 [ug/mL] (The mean of the results at pH 7.4),ug/mL,301.327,0.0003,0.08380194389827665,99.64201307744823
263,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,33613.0,10.7 [ug/mL] (The mean of the results at pH 7.4),ug/mL,365.4110000000001,0.0107,3.2843903150416147,99.67421655242993
316,COC1=CC=C(C=C1)C(=O)NN,76792.0,24.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,166.17999999999998,0.0245,11.743241199442622,99.79136935379339
315,C1=CC=C2C(=C1)N=NN2O,75771.0,8.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,135.126,0.0084,4.200551087135073,99.80002623880169
162,C1=CC=C2C(=C1)C=CC=N2,7047.0,12.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,129.16199999999995,0.0124,6.473434546976571,99.80844789717088
240,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,8691.0,30.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,249.705,0.0304,15.900191011122075,99.80880732829728
105,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5358.0,40.3 [ug/mL] (The mean of the results at pH 7.4),ug/mL,295.408,0.0403,21.360506149986872,99.81133405867341
265,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],35370.0,31.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,267.245,0.0311,19.702702138166178,99.84215363059388
